Date,close,signal,strat_ret,strat_eq,bench_ret,bench_eq
2015-01-02,24.261043548583984,0.0,-0.0001,0.9999,0.0,1.0
2015-01-05,23.57756805419922,0.0,-0.0,0.9999,-0.0180595132641046,0.9819404867358954
2015-01-06,23.57979393005371,0.0,0.0,0.9999,-0.009418774201664926,0.9726918110118571
2015-01-07,23.910429000854492,0.0,0.0,0.9999,0.01246101475473238,0.9848125380206832
2015-01-08,24.829133987426758,0.0,0.0,0.9999,0.017745053469150562,1.0022880891649502
2015-01-09,24.855758666992188,0.0,0.0,0.9999,-0.008013322913567489,0.9942564310540489
2015-01-12,24.24329948425293,0.0,-0.0,0.9999,-0.007833764189171033,0.9864676606296047
2015-01-13,24.458545684814453,0.0,0.0,0.9999,-0.0028123671306642395,0.9836933514053867
2015-01-14,24.365345001220703,0.0,-0.0,0.9999,-0.006037594943461122,0.9777542094010252
2015-01-15,23.704059600830078,0.0,-0.0,0.9999,-0.009160749593109752,0.9687972479250934
2015-01-16,23.519868850708008,0.0,-0.0,0.9999,0.013114520831650323,0.9815025596146525
2015-01-20,24.12567901611328,0.0,0.0,0.9999,0.0021329485043217744,0.9835960540311706
2015-01-21,24.30986785888672,0.0,0.0,0.9999,0.005047725761060606,0.9885609771715813
2015-01-22,24.942306518554688,0.0,0.0,0.9999,0.014870905865368433,1.0032617744052765
2015-01-23,25.070999145507812,0.0,0.0,0.9999,-0.0054826203143373275,0.9977612710203241
2015-01-26,25.097633361816406,0.0,0.0,0.9999,0.002341178681181555,1.0000972084369455
2015-01-27,24.218889236450195,0.0,-0.0,0.9999,-0.013189982759407193,0.9869059434999309
2015-01-28,25.58804702758789,0.0,0.0,0.9999,-0.012824498776748183,0.9742493694347505
2015-01-29,26.384693145751953,0.0,0.0,0.9999,0.009243913578386165,0.9832552464096025
2015-01-30,25.998571395874023,0.0,-0.0,0.9999,-0.01257516097718403,0.970890653404341
2015-02-02,26.32477378845215,0.0,0.0,0.9999,0.012384100585366653,0.9829142609134927
2015-02-03,26.329219818115234,0.0,0.0,0.9999,0.01446121300027059,0.9971283934015662
2015-02-04,26.53115463256836,0.0,0.0,0.9999,-0.00380802298192795,0.9933313055635602
2015-02-05,26.720516204833984,0.0,0.0,0.9999,0.010094997733885558,1.003358982842222
2015-02-06,26.495500564575195,0.0,-0.0,0.9999,-0.0027652874828216767,1.0005844068061918
2015-02-09,26.671504974365234,0.0,0.0,0.9999,-0.004475909454652038,0.9961058815995906
2015-02-10,27.183900833129883,0.0,0.0,0.9999,0.01065330249430918,1.0067176988726316
2015-02-11,27.821056365966797,0.0,0.0,0.9999,0.0005804187902676006,1.0073020167415523
2015-02-12,28.173057556152344,0.0,0.0,0.9999,0.00961691360476169,1.016989153210458
2015-02-13,28.311185836791992,0.0,0.0,0.9999,0.004116081779086178,1.0211751637335158
2015-02-17,28.4782657623291,0.0,0.0,0.9999,0.0015733361458585282,1.0227818155298707
2015-02-18,28.67654800415039,0.0,0.0,0.9999,9.50431807344998e-05,1.022879023966816
2015-02-19,28.61639404296875,0.0,-0.0,0.9999,-0.0007137560147355559,1.0221489379111128
2015-02-20,28.85031509399414,0.0,0.0,0.9999,0.0060003898052019,1.0282822299775527
2015-02-23,29.63005256652832,0.0,0.0,0.9999,-0.0001415859459558133,1.0281366396653118
2015-02-24,29.445152282714844,0.0,-0.0,0.9999,0.00284068373983426,1.031057250699937
2015-02-25,28.692140579223633,0.0,-0.0,0.9999,-0.000849644494941959,1.0301812185829098
2015-02-26,29.055273056030273,0.0,0.0,0.9999,-0.0011813626488077489,1.0289642009697726
2015-02-27,28.618621826171875,0.0,-0.0,0.9999,-0.003406355476228584,1.0254591831289561
2015-03-02,28.75897216796875,0.0,0.0,0.9999,0.006313366533277076,1.031933282816964
2015-03-03,28.819129943847656,0.0,0.0,0.9999,-0.00410447909123679,1.0276977342340905
2015-03-04,28.636444091796875,0.0,-0.0,0.9999,-0.004215118417420172,1.0233658665869794
2015-03-05,28.161924362182617,0.0,-0.0,0.9999,0.0010938067473085233,1.0244852310768175
2015-03-06,28.204248428344727,0.0,0.0,0.9999,-0.014064184553270187,1.0100766817148534
2015-03-09,28.32454490661621,0.0,0.0,0.9999,0.0041444263325556285,1.014262870112453
2015-03-10,27.73863410949707,0.0,-0.0,0.9999,-0.016221847118398802,0.9978096528956204
2015-03-11,27.2329158782959,0.0,-0.0,0.9999,-0.002341599956931173,0.9954731818553745
2015-03-12,27.725269317626953,0.0,0.0,0.9999,0.012713949929871182,1.0081295780460133
2015-03-13,27.533674240112305,0.0,-0.0,0.9999,-0.006132265893905808,1.001947459417924
2015-03-16,27.83665657043457,1.0,0.0,0.9999,0.013360552050692975,1.0153340306015368
2015-03-17,28.302268981933594,1.0,0.016626592517348316,1.0165249298580965,-0.0029725057886561546,1.0123159443181542
2015-03-18,28.620851516723633,1.0,0.011256430888753277,1.027967372477739,0.01202123391117782,1.0244852310768175
2015-03-19,28.404748916625977,1.0,-0.0075505300732015,1.0202056739175758,-0.004561345421105645,1.019812200059055
2015-03-20,28.048307418823242,1.0,-0.012548658636235999,1.007403461176833,0.008827167072219755,1.0288142527312643
2015-03-23,28.34014320373535,1.0,0.010404755643695474,1.017885248024991,-0.001948587915625577,1.0268095177109688
2015-03-24,28.224292755126953,1.0,-0.004087856852929672,1.013724278838356,-0.005619158511199762,1.0210397122701422
2015-03-25,27.48689079284668,1.0,-0.026126499206833964,0.9872392122713374,-0.014653783545729215,1.006077617334942
2015-03-26,27.678476333618164,1.0,0.006970069558443592,0.9941203382516917,-0.0023814962514859817,1.0036816472605548
2015-03-27,27.457929611206055,1.0,-0.007968167024578365,0.9861990213539719,0.002289620563998618,1.0059796973998305
2015-03-30,28.153013229370117,1.0,0.025314494865642967,1.011164151416539,0.012199946689605667,1.0182525960789341
2015-03-31,27.72080421447754,1.0,-0.015352140510547008,0.9956406172847643,-0.008739369261016816,1.0093537106408113
2015-04-01,27.680713653564453,1.0,-0.0014462264731897045,0.9942006954662641,-0.003536330611578875,1.0057843022159614
2015-04-02,27.919086456298828,1.0,0.008611512178396508,1.002762266863042,0.003597337959299063,1.00940244826519
2015-04-06,28.371337890625,1.0,0.016198647295787127,1.0190056591454804,0.006733100726016739,1.0161988566224474
2015-04-07,28.07280921936035,1.0,-0.010522192235541183,1.0082834857108474,-0.0026463287560023474,1.0135096603663507
2015-04-08,27.981460571289062,1.0,-0.003253990270709717,1.005002541058227,0.0033773025297696435,1.016932589106252
2015-04-09,28.195337295532227,1.0,0.00764351538041641,1.0126842934381632,0.004423195258323576,1.0214306805124214
2015-04-10,28.31563949584961,1.0,0.004266740952818759,1.0170051549852521,0.00545727917592953,1.0270049128948373
2015-04-13,28.25994300842285,1.0,-0.001966986740134291,1.0150047193307479,-0.004523049104916077,1.022359719242824
2015-04-14,28.137413024902344,1.0,-0.004335818493476307,1.0106038430977078,0.0019131313781557413,1.02431562770147
2015-04-15,28.24435043334961,1.0,0.0038005415903950013,1.0144446850348137,0.004487082976695422,1.0289118169172924
2015-04-16,28.108448028564453,0.0,-0.004811666853725471,1.0095635151688938,-0.00028524601301704866,1.0286183239237705
2015-04-17,27.792095184326172,0.0,-0.0001,1.009462558817377,-0.011503363275129685,1.0167857536722205
